Titre,image,information,templateavis,type1,information_lien
LES GRAND-MÈRES,https://assets.edenlivres.fr/medias/c1/931ad030337721040d9f50c029fce182def03b.jpg?h=-&w=200,"
	 Lessing, Doris (1919-2013). Auteur     Flammarion. Paris   | 2014 
","
		 Pendant un été au bord de la mer, Lil et Roz, deux femmes mûres et encore belles, sont amies depuis ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081356467/les-grand-meres
RAVEL,https://assets.edenlivres.fr/medias/f8/102af441505fd8d74dad704c7f5a3d01bc731c.jpg?h=-&w=200,"
	 Echenoz, Jean (1947-....). Auteur     Minuit. Paris   | 2012 
","
		 Roman retraçant les dix dernières années du compositeur M. Ravel (1875-1937). En 1914, son corps éta...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782707341969/ravel
INCONNU À CETTE ADRESSE,https://assets.edenlivres.fr/medias/03/7b23f19aede32ca39667a014c49495a4c7c887.jpg?h=-&w=200,"
	 Taylor, Kathrine Kressmann (1903-1997). Auteur     Autrement. Paris   | 2015 
","
		 La correspondance fictive, de 1932 à 1934, entre un Allemand retourné en Allemagne et un Juif améric...
",Littératures,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782746742376/inconnu-a-cette-adresse
UNE ENFANCE DE RÊVE,https://assets.edenlivres.fr/medias/92/673f679bf4af91796731aa244165551bed6fdc.jpg?h=-&w=200,"
	 Millet, Catherine (1948-....). Auteur     Flammarion. Paris   | 2014 
","
		 Un récit d'apprentissage qui commence par une confession du père de l'auteure de La vie sexuelle de ...
",Littérature française,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081347076/une-enfance-de-reve
LA VÉRITABLE HISTOIRE DU PETIT PRINCE,https://assets.edenlivres.fr/medias/8b/805b26ef1d6dd689c3fae522eb2090425bd19e.jpg?h=-&w=200,"
	 Vircondelet, Alain (1947-....). Auteur     Flammarion. Paris   | 2012 
","
		 Si Le Petit Prince est l'ouvrage le plus lu au monde après la Bible, le Capital de Marx et maintenan...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081321342/la-veritable-histoire-du-petit-prince
LE LIVRE NOIR DE LA GASTRONOMIE FRANÇAISE,https://assets.edenlivres.fr/medias/7b/c3a4ee964183bb9ceb9fd0376c6806e50ac414.jpg?h=-&w=200,"
	 Mantoux, Aymeric (1976-....). Auteur     Flammarion. Paris   | 2011 
","
		 Une plongée dans les coulisses de la haute cuisine française et de ses ramifications jusque dans les...
",Document,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081322318/le-livre-noir-de-la-gastronomie-francaise
LE CHARME DES PENSEURS TRISTES,https://assets.edenlivres.fr/medias/ab/294f6f3200621751a16e23c49849d7360187d8.jpg?h=-&w=200,"
	 Schiffter, Frédéric (1956-....). Auteur     Flammarion. Paris   | 2013 
","
		 A travers une galerie de dix portraits, cet essai rend hommage à des penseurs et personnages qui ""co...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081340473/le-charme-des-penseurs-tristes
DIS-LUI QUE JE L'ATTENDS,https://assets.edenlivres.fr/medias/a3/9f2cb3a22ae4a895cddea2b9c4f77fa26ad3de.jpg?h=-&w=200,"
	 Ichikawa, Takuji (1962-....). Auteur     Flammarion. Paris   | 2014 
","
		 Karin, ancienne mannequin, est désormais actrice. Elle propose à Satoshi de venir travailler dans sa...
",Littérature étrangère,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081349209/dis-lui-que-je-l-attends
LES CLOCHARDS CÉLESTES,https://assets.edenlivres.fr/medias/8c/4b4fd6fac7c39305f78fae24feef44c8c62979.jpg?h=-&w=200,"
	 Kerouac, Jack (1922-1969). Auteur     Gallimard. Paris   | 2014 
",,Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072563805/les-clochards-celestes
LES ENQUÊTES DE LEW GRIFFIN (TOME 6) - BÊTE À...,https://assets.edenlivres.fr/medias/bc/4615832dd940cd2405c4032e15e73cb6582a26.jpg?h=-&w=200,"
	 Sallis, James (1944-....). Auteur     Gallimard. Paris   | 2013 
","
		 Lew Griffin, jadis détective privé, est déprimé par le monde qui l'entoure. Mais il décide de repren...
",Une enquête de Lew Griffin,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072511578/les-enquetes-de-lew-griffin-tome-6-bete-a-bon-dieu
LES ENQUÊTES DE LEW GRIFFIN (TOME 4) - L'OEIL...,https://assets.edenlivres.fr/medias/05/bd1221784d183172e78ae023191a5661bc3b61.jpg?h=-&w=200,"
	 Sallis, James (1944-....). Auteur     Gallimard. Paris   | 2013 
","
		 Lew Griffin erre au milieu des fantômes de son passé. Alors que l'envie d'écrire se fait de plus en ...
",Une enquête de Lew Griffin,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072511585/les-enquetes-de-lew-griffin-tome-4-l-oeil-du-criquet
LES ENQUÊTES DE LEW GRIFFIN (TOME 3) - LE FRE...,https://assets.edenlivres.fr/medias/f4/bdbd6138cf752d6f96ff31ee23d21945998a4b.jpg?h=-&w=200,"
	 Sallis, James (1944-....). Auteur     Gallimard. Paris   | 2013 
","
		 Pendant les années 1960 à La Nouvelle-Orléans, un tueur sévit. Quand elle est abattue, la sixième vi...
",Une enquête de Lew Griffin,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072511561/les-enquetes-de-lew-griffin-tome-3-le-frelon-noir
LES ENQUÊTES DE JOHN TURNER (TOME 1) - BOIS M...,https://assets.edenlivres.fr/medias/9e/42a67a9a397b83bcbe0bc97d09907cae66827c.jpg?h=-&w=200,"
	 Sallis, James (1944-....). Auteur     Gallimard. Paris   | 2013 
","
		 Turner est un ancien policier de Memphis devenu détective, venu se réfugier dans une petite ville du...
",Une enquête de John Turner,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072555626/les-enquetes-de-john-turner-tome-1-bois-mort
LES ENQUÊTES DE JOHN TURNER (TOME 3) - SALT R...,https://assets.edenlivres.fr/medias/81/37df1a0d4566a56c9d283485545a1d88bf31af.jpg?h=-&w=200,"
	 Sallis, James (1944-....). Auteur     Gallimard. Paris   | 2013 
","
		 Ultime volet des aventures de J. Turner. Deux ans après la disparition de Valérie, le détective est ...
",Une enquête de John Turner,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072547065/les-enquetes-de-john-turner-tome-3-salt-river
LES ENQUÊTES DE JOHN TURNER (TOME 2) - CRIPPL...,https://assets.edenlivres.fr/medias/9e/f6a554971fc0ab6ad0c59ac4d82a1896202ee0.jpg?h=-&w=200,"
	 Sallis, James (1944-....). Auteur     Gallimard. Paris   | 2013 
","
		 Turner, ancien policier à Memphis, a passé onze ans en prison après avoir tué son partenaire. Il s'e...
",Une enquête de John Turner,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072556388/les-enquetes-de-john-turner-tome-2-cripple-creek
LES ENQUÊTES DE LEW GRIFFIN (TOME 5) - BLUEBO...,https://assets.edenlivres.fr/medias/1b/4a94c88aaff87382278c5ed70d8ee3e67ff5f4.jpg?h=-&w=200,"
	 Sallis, James (1944-....). Auteur     Gallimard. Paris   | 2013 
","
		 Lew Griffin rencontre dans un bar de La Nouvelle-Orléans une femme blanche, une journaliste. Une fus...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072511554/les-enquetes-de-lew-griffin-tome-5-bluebottle
LES ENQUÊTES DE LEW GRIFFIN (TOME 1) - LE FAU...,https://assets.edenlivres.fr/medias/6f/07ed106ca865a6cfa068dc8a44c1941bf67f73.jpg?h=-&w=200,"
	 Sallis, James (1944-....). Auteur     Gallimard. Paris   | 2013 
","
		 Roman à sketches organisé en quatre actes. A la Nouvelle-Orléans, un détective privé noir, Lew Griff...
",Une enquête de Lew Griffin,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072536243/les-enquetes-de-lew-griffin-tome-1-le-faucheux
LES ENQUÊTES DE LEW GRIFFIN (TOME 2) - PAPILL...,https://assets.edenlivres.fr/medias/c3/5a8c7df60a179d45b4ea0e56581e9e93fa2e93.jpg?h=-&w=200,"
	 Sallis, James (1944-....). Auteur     Gallimard. Paris   | 2013 
","
		 Lew Griffin qui avait quitté le métier de détective privé pour vivre de sa plume, doit reprendre son...
",Une enquête de Lew Griffin,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072511608/les-enquetes-de-lew-griffin-tome-2-papillon-de-nuit
LES DEMOISELLES DE SWAN PARK (TOME 2) - SÉDUI...,https://assets.edenlivres.fr/medias/e9/2c47d0d960c1bef3c98374b04586fd46ec6f35.jpg?h=-&w=200,"
	 Jeffries, Sabrina (1958-....). Auteur     J'ai lu. Paris   | 2015 
","
		 La jeune lady Clara Stanbourne s'occupe d'un foyer pour jeunes pickpockets dans un sinistre quartier...
",Les demoiselles de Swan Park,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290129012/les-demoiselles-de-swan-park-tome-2-seduisant-et-sans-scrupule
LES 100 - TOME 2,https://assets.edenlivres.fr/medias/95/9dfd10167a9be30e5c23612a3bb35f7a69e099.jpg?h=-&w=200,"
	 Morgan, Kass (1984-....). Auteur     R. Laffont. Paris   | 2014 
","
		 21 jours après leur arrivée sur Terre, les 100, emmenés par Wells, tentent de survivre malgré les at...
",R,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782221188224/les-100-tome-2
OUTLANDER (TOME 1) - LE CHARDON ET LE TARTAN,https://assets.edenlivres.fr/medias/ed/e6a858ad3c239f0fb561c58033539b961b5f8e.jpg?h=-&w=200,"
	 Gabaldon, Diana (1952-....). Auteur     J'ai lu. Paris   | 2014 
","
		 Ecosse, 1945. Alors qu'elle touche un menhir, Claire se retrouve propulsée en 1743 en pleine bataill...
",Outlander,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290122327/outlander-tome-1-le-chardon-et-le-tartan
LE TEMPS DES ARMES,https://assets.edenlivres.fr/medias/ef/6a88d0734f50c762705b1cb64b764de1217145.jpg?h=-&w=200,"
	 Perry, Anne (1938-2023). Auteur     10-18. Paris   | 2011 
","
		 1915, Joseph Reavley est engagé dans la guerre des tranchées en Belgique en tant qu'aumônier. Judith...
",10-18,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782823813340/le-temps-des-armes
DANS LES EAUX PROFONDES...,https://assets.edenlivres.fr/medias/5a/b1042558ec3c2faf74ad0e92434277cb0acaf9.jpg?h=-&w=200,"
	 Lövestam, Sara (1980-....). Auteur     Actes Sud. Arles (Bouches-du-Rhône)   | 2015 
","
		 Lorsque Malte, cinq ans, rencontre cet homme blond qui lui parle à la grille de la crèche, il voit e...
",Lettres scandinaves,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782330054298/dans-les-eaux-profondes
BELLE ÉPOQUE,https://assets.edenlivres.fr/medias/67/a458cc1157bb114cc250dd084aafae52dde7be.jpg?h=-&w=200,"
	 Ross, Elizabeth (1950-....). Auteur     R. Laffont. Paris   | 2013 
","
		 Maude Pichon, 16 ans, quitte la Bretagne pour Paris, où elle se retrouve seule. Acculée, elle accept...
",R,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782221151778/belle-epoque
LES LIVRES PRENNENT SOIN DE NOUS,https://assets.edenlivres.fr/medias/9c/648e609fe18a41884c8608a9e0215af4783aca.jpg?h=-&w=200,"
	 Detambel, Régine (1963-....). Auteur     Actes Sud. Arles (Bouches-du-Rhône)   | 2015 
","
		 Les livres peuvent soigner. L'auteure, écrivain et kinésithérapeute, montre que la littérature comme...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782330052065/les-livres-prennent-soin-de-nous
SI UNE NUIT D’HIVER UN VOYAGEUR,https://assets.edenlivres.fr/medias/bc/5ed5b9b4326a79bcee6d3cdbb5c67980a871b8.jpg?h=-&w=200,"
	 Calvino, Italo (1923-1985). Auteur     Gallimard. Paris   | 2015 
","
		 En dix fragments qui tendent vers le pastiche et l'artifice, Italo Calvino propose une sorte d'encyc...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072591280/si-une-nuit-d-hiver-un-voyageur
CHASSEUSE DE VAMPIRES (TOME 2) - LE SOUFFLE D...,https://assets.edenlivres.fr/medias/d5/1c51a8c4e79373917c246ead06d3540fe35f64.jpg?h=-&w=200,"
	 Singh, Nalini (1977-....). Auteur     J'ai lu. Paris   | 2013 
","
		 Après un an de coma, Elena se réveille dans la peau d'un ange. Sa prochaine mission va l'entraîner à...
",Chasseuse de vampires,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290096901/chasseuse-de-vampires-tome-2-le-souffle-de-l-archange
TOUT DOIT DISPARAITRE,https://assets.edenlivres.fr/medias/7b/e983dcd54fc200deda9f504363c75d5ce03452.jpg?h=-&w=200,"
	 Ollivier, Mikaël (1968-....). Auteur     Thierry Magnier. Paris   | 2014 
","
		 Hugo, 14 ans, découvre un autre monde en s'installant avec ses parents à Mayotte. Il est confronté à...
",Roman,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782364746473/tout-doit-disparaitre
L'INCONNUE DE BLACKHEATH,https://assets.edenlivres.fr/medias/56/ec6b04e57929130a8d37a48eb1eeb5f80c7c02.jpg?h=-&w=200,"
	 Perry, Anne (1938-....). Auteur     10-18. Paris   | 2014 
","
		 Pitt et sa femme, Charlotte, enquêtent sur le meurtre de la fille d'un ministre détenteur d'informat...
",10-18,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782823820461/l-inconnue-de-blackheath
PORNOGRAPHIA,https://assets.edenlivres.fr/medias/72/0e28c9f6c6d4bf7468c2b8a61bdc1885d66737.jpg?h=-&w=200,"
	 Del Amo, Jean-Baptiste (1981-....). Auteur     Gallimard. Paris   | 2014 
","
		 Un homme erre dans les bas-fonds d'une ville tropicale où il rencontre un garçon avec qui il fait l'...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072560842/pornographia
LE SIXIÈME HOMME,https://assets.edenlivres.fr/medias/c6/21787f41e41733334846309bdae2aaa1864cfd.jpg?h=-&w=200,"
	 Kristensen, Monica (1950-....). Auteur     Gaïa. Monfort-en-Chalosse (Landes)   | 2012 
","
		 Dans l'archipel du Svalbard, terre septentrionale aux conditions extrêmes, une petite fille, Ella, d...
",Polar,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782847205299/le-sixieme-homme
CHASSEUSE DE VAMPIRES (TOME 3) - LA COMPAGNE ...,https://assets.edenlivres.fr/medias/b4/9843ecb27988a2c4bfb14d682d54e322e86e8a.jpg?h=-&w=200,"
	 Singh, Nalini (1977-....). Auteur     J'ai lu. Paris   | 2013 
","
		 Elena est prête à regagner Pékin en compagnie de son archange. Mais les éléments se déchaînent aux q...
",Chasseuse de vampires,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290096710/chasseuse-de-vampires-tome-3-la-compagne-de-l-archange
MIETTE,https://assets.edenlivres.fr/medias/64/0dd6223993220643a9a0258c7d892389de7984.jpg?h=-&w=200,"
	 Bergounioux, Pierre (1949-....). Auteur     Gallimard. Paris   | 2015 
","
		 Le haut plateau granitique du Limousin fut l'un des derniers refuges de l'éternité. Des êtres en pet...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072642524/miette
LE LION,https://assets.edenlivres.fr/medias/ba/15a1b86fff47c3d5bc9f802e9e34523f0ddfb1.jpg?h=-&w=200,"
	 Kessel, Joseph (1898-1979). Auteur     Gallimard. Paris   | 2014 
","
		 Dans le grand parc royal du Kenya vit Patricia, une petite fille occidentale. Elle a apprivoisé le l...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072592966/le-lion
L'AUTOMNE DU COMMISSAIRE RICCIARDI,https://assets.edenlivres.fr/medias/65/e5cebdf2f9e44fb869a7c61e37d2603f4e0029.jpg?h=-&w=200,"
	 De Giovanni, Maurizio (1958-....). Auteur     Rivages. Paris   | 2015 
","
		 Le cadavre d'un gamin des rues, qui avait été accueilli dans un foyer catholique où dominent les mau...
",Rivages-Noir,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782743633752/l-automne-du-commissaire-ricciardi
LE SECRET DE NOËL,https://assets.edenlivres.fr/medias/13/b058c81603a45b723a6ff1c472564ddb3868b5.jpg?h=-&w=200,"
	 Perry, Anne (1938-....). Auteur     10-18. Paris   | 2011 
","
		 En 1890, onze jours avant Noël, Clarice et son mari le révérend Dominic Corde arrivent à Cottisham, ...
",10-18,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782823813203/le-secret-de-noel
LES GUERRIERS FAUVES,https://assets.edenlivres.fr/medias/a4/3d5a477a02b1e614134b48f77e3a12d4578434.jpg?h=-&w=200,"
	 Moore, Viviane (1960-....). Auteur     10-18. Paris   | 2011 
","
		 Avril 1156 à Barfleur, après la mort de Muriel de l'Epine, épouse de Tancrède, une série de meurtres...
",L'épopée des Normands de Sicile,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782823824377/les-guerriers-fauves
LE ROMAN INACHEVÉ,https://assets.edenlivres.fr/medias/90/f677dd1e17ddc771dba34a2a41bbed14f43c50.jpg?h=-&w=200,"
	 Aragon, Louis (1897-1982). Auteur     Gallimard. Paris   | 2015 
",,Poésie,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072595622/le-roman-inacheve
HOLLYWOOD ZERO,https://assets.edenlivres.fr/medias/9c/a4c2fed059defd4567f836b8174226fbd4499b.jpg?h=-&w=200,"
	 Forma, Dominique (1962-....). Auteur     Rivages. Paris   | 2014 
","
		 Criblé de dettes, Dominique se réfugie à Hollywood chez un producteur de films, visiblement plus dou...
",Rivages-Noir,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782743630379/hollywood-zero
OUTLANDER (TOME 4) - LES TAMBOURS DE L'AUTOMN...,https://assets.edenlivres.fr/medias/12/b37c6baa2208ae8f4da6b95b21ac38ce23cc4f.jpg?h=-&w=200,"
	 Gabaldon, Diana (1952-....). Auteur     J'ai lu. Paris   | 2015 
","
		 Claire et Jamie Fraser, échoués sur les rivages de la Caroline du Sud en 1767, partent à la découver...
",Outlander,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782290122297/outlander-tome-4-les-tambours-de-l-automne
LE TREIZIÈME CONTE,https://assets.edenlivres.fr/medias/f7/2fb65e2c3a08c3ffebaa23004fd208495a94f0.jpg?h=-&w=200,"
	 Setterfield, Diane (1964-....). Auteur     Plon. Paris   | 2015 
","
		 Le treizième conte est le titre manquant d'une oeuvre écrite par la romancière Vida Winter, aussi cé...
",Feux croisés,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782259242394/le-treizieme-conte
BRISÉE. EFFACÉE,https://assets.edenlivres.fr/medias/01/f013c86d7dc99402155903d04724007ccb73e4.jpg?h=-&w=200,"
	 Terry, Teri. Auteur     De La Martinière Jeunesse. Paris   | 2015 
","
		 Recherchée par les Lorders et manipulée par le Groupe terroriste antigouvernemental, Kyla est en dan...
",Effacée,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782732468754/brisee-effacee
LES DIEUX DÉVOREURS,https://assets.edenlivres.fr/medias/4a/7f41185bf60f718e6394e5e8fcb61a6271da7a.jpg?h=-&w=200,"
	 Moore, Viviane (1960-....). Auteur     10-18. Paris   | 2011 
","
		 En 1160, à Palerme, un vent de révolte souffle, faisant basculer le royaume normand et causant la mo...
",L'épopée des Normands de Sicile,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782823839173/les-dieux-devoreurs
1502,https://assets.edenlivres.fr/medias/0c/b1f9e8005cde54fe35cba7609fadc100813f4c.jpg?h=-&w=200,"
	 Ennis, Michael (1946?-....) - auteur de romans historiques. Auteur     Cherche Midi. Paris   | 2013 
","
		 Apprenant la découverte sur les lieux d'un crime à Imola d'un indice sur le meurtre de son fils Juan...
",Thrillers,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782749138367/1502
EFFACÉE,https://assets.edenlivres.fr/medias/c0/26bbfd1d4d01cd4b8e1b5ddcdc7be90ef9e128.jpg?h=-&w=200,"
	 Terry, Teri. Auteur     De La Martinière Jeunesse. Paris   | 2013 
","
		 Vers 2050, les criminels de moins de 16 ans sont condamnés à avoir la mémoire effacée. Ils doivent r...
",Fiction J.,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782732467733/effacee
UN NOËL PLEIN D'ESPOIR,https://assets.edenlivres.fr/medias/1f/164473f00c31a8f3edd079d6ee39c06993c92c.jpg?h=-&w=200,"
	 Perry, Anne (1938-....). Auteur     10-18. Paris   | 2011 
","
		 Dans le dédale miséreux de l'East End londonien, Noël 1883 présente ses miracles. Comment Gracie Phi...
",10-18,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782823813326/un-noel-plein-d-espoir
MÉMOIRES D'UNE JEUNE FILLE RANGÉE,https://assets.edenlivres.fr/medias/24/6ca3abf59c750b8d8357aa5ba23ff1f8a51e7d.jpg?h=-&w=200,"
	 Beauvoir, Simone de (1908-1986). Auteur     Gallimard. Paris   | 2012 
","
		 Premier volume d'une somme autobiographique qui comprend La force de l'âge, La force des choses, Tou...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072508035/memoires-d-une-jeune-fille-rangee
